,ra,dec,dist,pmra,pmdec,vlos
0,199.5053512625261,23.8328511972206,68.5090947391784,-0.6341890980487856,-0.6306596302147687,187.99531515990347
1,206.61079773138414,26.637262332418327,48.750440731101705,-1.0575890842889428,-0.8430704941873546,192.11856577711637
2,207.46120179913052,25.739760536541645,49.77742217508364,-1.0353948506174446,-0.8375788894544056,192.25424221894906
3,205.4842965701172,26.80046057997419,50.61662294337262,-0.9955132577596969,-0.8153727292733383,192.10375879673575
4,206.5828491490926,25.218317185800323,51.78338621769169,-0.9757316010784047,-0.8125853840469648,192.98552888940023
5,201.5758208808334,24.273460605535558,62.388384341027425,-0.7288007266934406,-0.6864418100482408,191.24733667682156
6,198.0539097866509,23.28358448732206,72.67148207207048,-0.5805622864349691,-0.5985443425558207,186.10889796381673
7,203.33390820837064,27.357037157585996,52.865556976456595,-0.9386297008294926,-0.8170313775292496,191.12975030904576
8,208.21163677054727,26.198929038367442,46.34541188884803,-1.1467214141280113,-0.8865063236264562,189.63131265132589
9,206.61900135229928,26.374431152400785,49.70730942031706,-1.0299336252293827,-0.8322028701470923,192.1714414942374
10,207.38448153566338,25.10750554128223,50.77938131400107,-1.0085323095141558,-0.8281143028300197,192.89209499502064
11,200.6517919463649,24.012900399928427,63.966768376064664,-0.7019822844368124,-0.6756126233419053,190.40308602922732
12,196.93405934053948,22.785814977031418,76.1994703296324,-0.540904601296644,-0.5732853694868093,184.28757956830657
13,209.48496931594636,25.781889989028134,47.522406187847366,-1.119966145157242,-0.8752443018657258,190.44046186476723
14,201.64843110126867,24.000981572949392,63.20958971919874,-0.7153191863280993,-0.6755029280928642,190.86293990515
15,208.09715726626197,26.105627389368244,48.240397363422424,-1.0855207180965438,-0.8579655798940927,191.5216759132434
16,209.12218340106753,26.452593020460004,46.77129674982084,-1.1408458714874048,-0.8810628198451189,189.61944024747584
17,204.79904671409196,27.221253520488464,50.76993549250753,-0.9858253221150023,-0.8096241612757846,191.9025851166685
18,205.34773374098742,27.147598301368735,48.996705694391466,-1.039915059419498,-0.8334164938165987,192.2893533274799
19,196.96687766780315,22.516730590338373,73.15350610910812,-0.5703383494460615,-0.599678140227357,187.17825530042865
20,202.00891463945246,25.30615840447055,59.51280857889399,-0.7822095718270092,-0.7215968559767882,191.59539605661024
21,206.62374327221582,26.528443882627194,49.23521684227046,-1.0434374055483984,-0.8373907040571672,192.12288193054763
22,200.27008928078925,23.272478892782136,69.87046482821594,-0.6189663703739046,-0.6106490852919213,186.19038143778127
23,201.80788920623854,24.71422079960923,60.85454251569343,-0.756086387593861,-0.7046508367674457,191.00484403834986
24,207.19114962979708,26.12062720985118,49.426133770909104,-1.0427864012700923,-0.8390398241784397,192.102191430881
